PART_NUMBER,PART_DESCRIPTION,GROUP_1,GROUP_2,GROUP_3,GROUP_4,GROUP_5,SALES_PRICE,SALES_PRICE_RRP,UOM,SIZE_VALUE,SIZE_UOM,PART_NOTES,ITEM_TYPE,CUSTOM_WEIGHT,COUNTRY_OF_ORIGIN,BCRS,MULTIPLIER,SYSTEM_STATUS,SYSTEM_DATE,SYSTEM_USERNAME,SYSTEM_IP,TOTAL_RECORDS,XTRA_RECORD_DETAILS,XTRA_RECORD_SELECTION,XTRA_PAGE_NUMBER,XTRA_SORT_NUMBER,XTRA_TOTAL_PAGES,XTRA_TOTAL_RECORDS,RESPONSE_CODE,RESPONSE_MESSAGE,Image,scrape_tag
2460494,Beef Tomatoes 90/110,Fruits and Vegetables,Vegetables,Weighted Vegetables,Greens Products,,5.89,5.89,Each,1.0,kg,,Weighted,,,No,0.0,A,2020-10-07T15:04:30.857,GREENS,127.0.0.1,1160,,,0.0,0.0,0.0,0.0,0,,https://www.greens.com.mt/media/products/0304/2460494.jpg,fruitsandvegetables
2460403,Beetroot Fresh,Fruits and Vegetables,Vegetables,Other Vegetables,,,1.35,1.35,Each,1.0,kg,,Weighted,,,No,0.0,A,2018-09-20T13:53:34.627,GREENS,127.0.0.1,1160,,,0.0,0.0,0.0,0.0,0,,https://www.greens.com.mt/media/products/0153/2460403.jpg,fruitsandvegetables
2101836,Beetroot Salad Mix 100g,Fruits and Vegetables,Vegetables,Other Vegetables,,,1.98,1.98,Each,0.1,kg,,Stock,,,No,0.0,A,2023-08-24T12:36:59.703,GREENS,127.0.0.1,1160,,,0.0,0.0,0.0,0.0,0,,https://www.greens.com.mt/media/products/noimages.jpg,fruitsandvegetables
2460781,Beetroot Spaggetti Fresh,Fruits and Vegetables,Vegetables,Other Vegetables,Greens Products,,2.95,2.95,Each,1.0,p,,Stock,,,No,0.0,A,2021-04-13T13:01:54.617,GREENS,127.0.0.1,1160,,,0.0,0.0,0.0,0.0,0,,https://www.greens.com.mt/media/products/0101/2460781.jpg,fruitsandvegetables
2460562,Beetroots Cooked,Fruits and Vegetables,Vegetables,Beetroot,,,1.63,1.63,Each,1.0,p,,Stock,,,No,0.0,A,2020-10-07T16:09:44.81,GREENS,127.0.0.1,1160,,,0.0,0.0,0.0,0.0,0,,https://www.greens.com.mt/media/products/0409/2460562.jpg,fruitsandvegetables
2460420,Beetroots Mix Color,Fruits and Vegetables,Vegetables,Weighted Vegetables,Greens Products,,3.5,3.5,Each,1.0,kg,,Weighted,,,No,0.0,A,2018-10-26T11:21:58.357,GREENS,127.0.0.1,1160,,,0.0,0.0,0.0,0.0,0,,https://www.greens.com.mt/media/products/1121/2460420.jpg,fruitsandvegetables
L32558549,Beg Du Baladin,Fruits and Vegetables,Flowers,Flowers,,,4.17,4.17,Each,1.0,p,,Stock,,,No,0.0,A,2023-04-20T11:07:37.087,GREENS,127.0.0.1,1160,,,0.0,0.0,0.0,0.0,0,,https://www.greens.com.mt/media/products/noimages.jpg,fruitsandvegetables
L32673549,Beg Du Gem,Fruits and Vegetables,Flowers,Flowers,,,7.81,7.81,Each,1.0,p,,Stock,,,No,0.0,A,2023-05-03T10:53:24.607,GREENS,127.0.0.1,1160,,,0.0,0.0,0.0,0.0,0,,https://www.greens.com.mt/media/products/noimages.jpg,fruitsandvegetables
L31849873,Beg Du Gem,Fruits and Vegetables,Flowers,Flowers,,,7.74,7.74,Each,1.0,p,,Stock,,,No,0.0,A,2023-03-09T14:40:34.267,GREENS,127.0.0.1,1160,,,0.0,0.0,0.0,0.0,0,,https://www.greens.com.mt/media/products/noimages.jpg,fruitsandvegetables
L32558539,Beg Du Gem,Fruits and Vegetables,Flowers,Flowers,,,9.02,9.02,Each,1.0,p,,Stock,,,No,0.0,A,2023-04-20T11:07:37.087,GREENS,127.0.0.1,1160,,,0.0,0.0,0.0,0.0,0,,https://www.greens.com.mt/media/products/noimages.jpg,fruitsandvegetables
