PART_NUMBER,PART_DESCRIPTION,GROUP_1,GROUP_2,GROUP_3,GROUP_4,GROUP_5,SALES_PRICE,SALES_PRICE_RRP,UOM,SIZE_VALUE,SIZE_UOM,ITEM_TYPE,CUSTOM_WEIGHT,COUNTRY_OF_ORIGIN,BCRS,Image,scrape_tag
8691707090122,Solen Ozomo Cornets 25g,Confectionery,Chocolates and Sweets,Sweets,Ozmo ,,0.64,0.65,Each,0.03,kg,Stock,,,No,https://www.greens.com.mt/media/products/0340/8691707090122.jpg,confectionery
8012900012863,Solo Italia Profiteroles 450g,Confectionery,Pastries and Prepacked Cakes,Cakes,,,5.35,5.4,Each,0.45,kg,Stock,,,No,https://www.greens.com.mt/media/products/0114/8012900012863.jpg,confectionery
8012901073139,Solo Italia Tiramisu 500g,Confectionery,Pastries and Prepacked Cakes,Cakes,Solo Italia,,5.49,5.95,Each,0.5,kg,Stock,,,No,https://www.greens.com.mt/media/products/0114/8012901073139.jpg,confectionery
5023751001350,Somers Popcorn Sour Cream & Chive 30g,Confectionery,Crisps Popcorn And other Snacks,Popcorn,,,1.15,1.3,Each,0.03,kg,Stock,,,No,https://www.greens.com.mt/media/products/0952/5023751001350.jpg,confectionery
5023751001374,Somers Popcorn Tomato Ketchup 30g,Confectionery,Crisps Popcorn And other Snacks,Popcorn,,,1.15,1.3,Each,0.03,kg,Stock,,,No,https://www.greens.com.mt/media/products/0952/5023751001374.jpg,confectionery
2101181,Sour Watermelon Slices,Confectionery,Chocolates and Sweets,Sweets,Greens Products,,10.97,10.97,Each,1.0,kg,Stock,,,No,https://www.greens.com.mt/media/products/0317/2101181.jpg,confectionery
5350122999955,Space Balls 40g,Confectionery,Crisps Popcorn And other Snacks,Snacks and Crisps,,,0.8,0.8,Each,0.04,kg,Stock,,Malta,No,https://www.greens.com.mt/media/products/0129/5350122999955.jpg,confectionery
2100544,Special Offer Icing Sugar,Confectionery,Chocolates and Sweets,Sweets,,,2.48,2.48,Each,1.0,kg,Stock,,,No,https://www.greens.com.mt/media/products/noimages.jpg,confectionery
8004190051035,Sperlari Caramelle Club Strong Candies 200gr,Confectionery,Chocolates and Sweets,Sweets,Sperlari,,1.85,2.25,Each,0.2,kg,Stock,,,No,https://www.greens.com.mt/media/products/0529/8004190051035.jpg,confectionery
3178530417340,St Michel Brownies Choc 210g,Confectionery,Crisps Popcorn And other Snacks,Snacks and Crisps,Ricola,,2.59,2.75,Each,0.21,kg,Stock,,,No,https://www.greens.com.mt/media/products/1010/3178530417340.jpg,confectionery
3178530417357,St Michel Brownies White 210g,Confectionery,Crisps Popcorn And other Snacks,Snacks and Crisps,Ricola,,2.59,2.75,Each,0.21,kg,Stock,,,No,https://www.greens.com.mt/media/products/1010/3178530417357.jpg,confectionery
3178530407938,St Michel Madelaine Chocolate Chip Mini 175g,Confectionery,Confectionery,Muffins,St Michel,,1.56,1.65,Each,0.18,kg,Stock,,,No,https://www.greens.com.mt/media/products/0808/3178530407938.jpg,confectionery
3178530408539,St Michel Madelaine Mini 85g,Confectionery,Crisps Popcorn And other Snacks,Snacks and Crisps,,,1.08,1.15,Each,0.15,kg,Stock,,,No,https://www.greens.com.mt/media/products/0814/3178530408539.jpg,confectionery
3178530415735,St Michel Madeleines Sponge Cakes 150g,Confectionery,Crisps Popcorn And other Snacks,Snacks and Crisps,,,1.88,1.99,Each,0.15,kg,Stock,,,No,https://www.greens.com.mt/media/products/0134/3178530415735.jpg,confectionery
3178530423662,St Michel Madelenies Mini Lemon 175g,Confectionery,Confectionery,Muffins,St Michel,,2.35,2.49,Each,0.18,kg,Stock,,,No,https://www.greens.com.mt/media/products/0122/3178530423662.jpg,confectionery
4009900514323,Starburst Fruit,Confectionery,Chocolates and Sweets,Sweets,Starburst,,0.7,0.7,Each,1.0,p,Stock,,,No,https://www.greens.com.mt/media/products/0136/4009900514323.jpg,confectionery
4014400902495,Storck Riesen 150g,Confectionery,Chocolates and Sweets,Chocolates,Storck,,1.82,1.89,Each,0.15,kg,Stock,,,No,https://www.greens.com.mt/media/products/0805/4014400902495.jpg,confectionery
2440674,Strawberry  & White Chocolate,Confectionery,Chocolates and Sweets,Sweets,Greens Products,,2.95,2.95,Each,1.0,p,Stock,,,No,https://www.greens.com.mt/media/products/1201/2440674.jpg,confectionery
2440676,Strawberry & Mint Cake,Confectionery,Chocolates and Sweets,Sweets,Greens Products,,2.5,2.5,Each,1.0,p,Stock,,,No,https://www.greens.com.mt/media/products/noimages.jpg,confectionery
2441324,Strawberry & Pistachio Cake,Confectionery,Chocolates and Sweets,Sweets,,,1.2,1.2,Each,1.0,p,Stock,,,No,https://www.greens.com.mt/media/products/0815/2441324.jpg,confectionery
2440622,Strawberry & White Chocolate Gateaux,Confectionery,Chocolates and Sweets,Sweets,Greens Products,,22.0,22.0,Each,1.0,p,Stock,,,No,https://www.greens.com.mt/media/products/0502/2440622.jpg,confectionery
2440624,Strawberry Cheesecake 20cm,Confectionery,Chocolates and Sweets,Sweets,Greens Products,,22.0,22.0,Each,1.0,p,Stock,,,No,https://www.greens.com.mt/media/products/0514/2440624.jpg,confectionery
2440623,Strawberry Cheesecake 24cm,Confectionery,Chocolates and Sweets,Sweets,Greens Products,,28.0,28.0,Each,1.0,p,Stock,,,No,https://www.greens.com.mt/media/products/0514/2440623.jpg,confectionery
2440872,Strawberry Eclair,Confectionery,Chocolates and Sweets,Sweets,Greens Products,,2.2,2.2,Each,1.0,p,Stock,,Malta,No,https://www.greens.com.mt/media/products/noimages.jpg,confectionery
2440675,Strawberry Heart,Confectionery,Chocolates and Sweets,Sweets,Greens Products,,2.95,2.95,Each,1.0,p,Stock,,,No,https://www.greens.com.mt/media/products/noimages.jpg,confectionery
2441314,Strawberry Mandorla Tostada,Confectionery,Chocolates and Sweets,Sweets,,,2.5,2.5,Each,1.0,p,Stock,,,No,https://www.greens.com.mt/media/products/noimages.jpg,confectionery
2440658,Strawberry Tart 230g,Confectionery,Chocolates and Sweets,Sweets,Greens Products,,2.75,2.75,Each,1.0,p,Stock,,,No,https://www.greens.com.mt/media/products/noimages.jpg,confectionery
2100883,Sugared Bears,Confectionery,Chocolates and Sweets,Sweets,Greens Products,,8.07,8.07,Each,1.0,kg,Stock,,,No,https://www.greens.com.mt/media/products/0316/2100883.jpg,confectionery
5351904609215,Sunshine Snacks Bacon Snaps 30g,Confectionery,Crisps Popcorn And other Snacks,Snacks and Crisps,Sunshine Snacks,,0.92,0.95,Each,0.03,kg,Stock,,Malta,No,https://www.greens.com.mt/media/products/0128/5351904609215.jpg,confectionery
5351904600021,Sunshine Snacks Blisters 40g,Confectionery,Crisps Popcorn And other Snacks,Snacks and Crisps,Sunshine Snacks,,0.92,0.95,Each,0.04,kg,Stock,,,No,https://www.greens.com.mt/media/products/0127/5351904600021.jpg,confectionery
5351904609017,Sunshine Snacks Cheese Balls 25g,Confectionery,Crisps Popcorn And other Snacks,Snacks and Crisps,Sunshine Snacks,,0.77,0.8,Each,0.03,kg,Stock,,Malta,No,https://www.greens.com.mt/media/products/0127/5351904609017.jpg,confectionery
5351904609024,Sunshine Snacks Cheese Curlies 25g,Confectionery,Crisps Popcorn And other Snacks,Snacks and Crisps,Sunshine Snacks,,0.77,0.8,Each,0.03,kg,Stock,,Malta,No,https://www.greens.com.mt/media/products/0127/5351904609024.jpg,confectionery
5351904609628,Sunshine Snacks Crisps Salted 200g,Confectionery,Crisps Popcorn And other Snacks,Snacks and Crisps,Sunshine Snacks,,1.88,1.95,Each,0.2,kg,Stock,,Malta,No,https://www.greens.com.mt/media/products/0132/5351904609628.jpg,confectionery
5351904609741,Sunshine Snacks Crispy Bakes Paprika  35g,Confectionery,Crisps Popcorn And other Snacks,Snacks and Crisps,Sunshine Snacks,,0.87,0.9,Each,0.04,kg,Stock,,,No,https://www.greens.com.mt/media/products/0806/5351904609741.jpg,confectionery
5351904609734,Sunshine Snacks Crispy Bakes Sour Cream & Onion 35g,Confectionery,Crisps Popcorn And other Snacks,Snacks and Crisps,Sunshine Snacks,,0.87,0.9,Each,0.04,kg,Stock,,,No,https://www.greens.com.mt/media/products/0806/5351904609734.jpg,confectionery
5351904609321,Sunshine Snacks Crix Bbq 45g,Confectionery,Crisps Popcorn And other Snacks,Snacks and Crisps,Sunshine Snacks,,0.92,0.95,Each,0.05,kg,Stock,,Malta,No,https://www.greens.com.mt/media/products/0129/5351904609321.jpg,confectionery
5351904901142,Sunshine Snacks Crix Cheese 33% Extra 60g,Confectionery,Crisps Popcorn And other Snacks,Snacks and Crisps,Sunshine Snacks,,0.92,0.95,Each,0.06,kg,Stock,,,No,https://www.greens.com.mt/media/products/1130/5351904901142.jpg,confectionery
5351904609253,Sunshine Snacks Crix Chilli 45g,Confectionery,Crisps Popcorn And other Snacks,Snacks and Crisps,Sunshine Snacks,,0.92,0.95,Each,0.05,kg,Stock,,Malta,No,https://www.greens.com.mt/media/products/0128/5351904609253.jpg,confectionery
5351904609314,Sunshine Snacks Crix Peanut 33% Extra 60g,Confectionery,Crisps Popcorn And other Snacks,Snacks and Crisps,Sunshine Snacks,,0.92,0.95,Each,0.06,kg,Stock,,,No,https://www.greens.com.mt/media/products/0326/5351904609314.jpg,confectionery
5351904609260,Sunshine Snacks Crix Peanut 45g,Confectionery,Crisps Popcorn And other Snacks,Snacks and Crisps,Sunshine Snacks,,0.92,0.95,Each,0.05,kg,Stock,,Malta,No,https://www.greens.com.mt/media/products/0128/5351904609260.jpg,confectionery
5351904600014,Sunshine Snacks Gobblers 35g,Confectionery,Crisps Popcorn And other Snacks,Snacks and Crisps,Sunshine Snacks,,0.92,0.95,Each,0.04,kg,Stock,,,No,https://www.greens.com.mt/media/products/0127/5351904600014.jpg,confectionery
5351904609109,Sunshine Snacks Jumbo 45g,Confectionery,Crisps Popcorn And other Snacks,Snacks and Crisps,Sunshine Snacks,,0.92,0.95,Each,0.05,kg,Stock,,Malta,No,https://www.greens.com.mt/media/products/0127/5351904609109.jpg,confectionery
5351904609079,Sunshine Snacks Krips 30g,Confectionery,Crisps Popcorn And other Snacks,Snacks and Crisps,Sunshine Snacks,,0.92,0.95,Each,0.03,kg,Stock,,Malta,No,https://www.greens.com.mt/media/products/0127/5351904609079.jpg,confectionery
5351904609062,Sunshine Snacks Krupuk 35g,Confectionery,Crisps Popcorn And other Snacks,Snacks and Crisps,Sunshine Snacks,,0.92,0.95,Each,0.04,kg,Stock,,Malta,No,https://www.greens.com.mt/media/products/0128/5351904609062.jpg,confectionery
5351904104086,Sunshine Snacks Mini Bites Bacon 50g,Confectionery,Crisps Popcorn And other Snacks,Snacks and Crisps,Sunshine Snacks,,0.87,0.9,Each,0.05,kg,Stock,,Malta,No,https://www.greens.com.mt/media/products/0127/5351904104086.jpg,confectionery
5351904104215,Sunshine Snacks Mini Bites Cheese 50g,Confectionery,Crisps Popcorn And other Snacks,Snacks and Crisps,Sunshine Snacks,,0.87,0.9,Each,0.05,kg,Stock,,Malta,No,https://www.greens.com.mt/media/products/0129/5351904104215.jpg,confectionery
5351904609147,Sunshine Snacks Popcorn Cheedar  55g,Confectionery,Crisps Popcorn And other Snacks,Snacks and Crisps,Sunshine Snacks,,0.83,0.9,Each,0.06,kg,Stock,,,No,https://www.greens.com.mt/media/products/0127/5351904609147.jpg,confectionery
5351904609130,Sunshine Snacks Popcorn Salt  55g,Confectionery,Crisps Popcorn And other Snacks,Snacks and Crisps,Sunshine Snacks,,0.83,0.9,Each,0.06,kg,Stock,,,No,https://www.greens.com.mt/media/products/0127/5351904609130.jpg,confectionery
5351904609055,Sunshine Snacks Sour Cream & Onion  25g,Confectionery,Crisps Popcorn And other Snacks,Snacks and Crisps,Sunshine Snacks,,0.92,0.95,Each,0.03,kg,Stock,,Malta,No,https://www.greens.com.mt/media/products/0127/5351904609055.jpg,confectionery
5351904609758,Sunshine Snacks Sour Cream & Onion 15c Off,Confectionery,Crisps Popcorn And other Snacks,Snacks and Crisps,Sunshine Snacks,,0.8,0.95,Each,1.0,p,Stock,,,No,https://www.greens.com.mt/media/products/1004/5351904609758.jpg,confectionery
5351904609291,Sunshine Snacks Spiros Bbq 45g,Confectionery,Crisps Popcorn And other Snacks,Snacks and Crisps,Sunshine Snacks,,0.92,0.95,Each,0.05,kg,Stock,,Malta,No,https://www.greens.com.mt/media/products/0129/5351904609291.jpg,confectionery
5351904609710,Sunshine Snacks Tortilla Nacho Cheese 40g,Confectionery,Crisps Popcorn And other Snacks,Snacks and Crisps,Sunshine Snacks,,0.72,0.75,Each,0.04,kg,Stock,,,No,https://www.greens.com.mt/media/products/0137/5351904609710.jpg,confectionery
5351904609703,Sunshine Snacks Tortilla Salt 40g,Confectionery,Crisps Popcorn And other Snacks,Snacks and Crisps,Sunshine Snacks,,0.72,0.75,Each,0.04,kg,Stock,,,No,https://www.greens.com.mt/media/products/0137/5351904609703.jpg,confectionery
2101090,Super Mix Sour,Confectionery,Chocolates and Sweets,Sweets,,,7.62,7.62,Each,1.0,kg,Stock,,,No,https://www.greens.com.mt/media/products/0509/2101090.jpg,confectionery
5010478533912,Swizzels Double Dip Orange & Cherry 19g,Confectionery,Chocolates and Sweets,Sweets,Swizzles Matlow,,0.35,0.35,Each,1.0,p,Stock,,,No,https://www.greens.com.mt/media/products/0128/5010478533912.jpg,confectionery
5010478789654,Swizzels Giant Fizzers 40g,Confectionery,Chocolates and Sweets,Sweets,Swizzles Matlow,,0.5,0.5,Each,0.04,kg,Stock,,,No,https://www.greens.com.mt/media/products/noimages.jpg,confectionery
5010478432567,Swizzels Giant Lovehearts 24pc's,Confectionery,Chocolates and Sweets,Sweets,Swizzles Matlow,,0.5,0.5,Each,1.0,p,Stock,,,No,https://www.greens.com.mt/media/products/0127/5010478432567.jpg,confectionery
5010478675711,Swizzels Love Hearts 170g,Confectionery,Chocolates and Sweets,Sweets,Swizzles Matlow,,2.95,2.95,Each,0.17,kg,Stock,,,No,https://www.greens.com.mt/media/products/0203/5010478675711.jpg,confectionery
5010478402232,Swizzels Love Hearts Bag 127gr,Confectionery,Chocolates and Sweets,Sweets,Skittles,,1.65,2.0,Each,0.13,kg,Stock,,,No,https://www.greens.com.mt/media/products/noimages.jpg,confectionery
5010478542518,Swizzels Rainbow Drops 10g,Confectionery,Chocolates and Sweets,Sweets,Swizzles Matlow,,0.25,0.25,Each,1.0,p,Stock,,,No,https://www.greens.com.mt/media/products/0128/5010478542518.jpg,confectionery
5010478306547,Swizzles Love Hearts Dip,Confectionery,Chocolates and Sweets,Sweets,Love Hearts,,0.35,0.35,Each,1.0,p,Stock,,,No,https://www.greens.com.mt/media/products/0325/5010478306547.jpg,confectionery
5010478477896,Swizzles Love Hearts Lipstick 6g,Confectionery,Chocolates and Sweets,Sweets,Love Hearts,,0.3,0.3,Each,1.0,p,Stock,,,No,https://www.greens.com.mt/media/products/0901/5010478477896.jpg,confectionery
5010478811072,Swizzles Super Baby Bottles,Confectionery,Chocolates and Sweets,Sweets,Swizzles Matlow,,0.9,0.9,Each,1.0,p,Stock,,,No,https://www.greens.com.mt/media/products/0128/5010478811072.jpg,confectionery
8713276001177,Tabasco Popcorn Chili Bbq 90g,Confectionery,Crisps Popcorn And other Snacks,Snacks and Crisps,Tabasco,,1.5,1.68,Each,0.09,kg,Stock,,,No,https://www.greens.com.mt/media/products/1106/8713276001177.jpg,confectionery
8713276001160,Tabasco Popcorn Chili Cheese 90g,Confectionery,Crisps Popcorn And other Snacks,Snacks and Crisps,Tabasco,,1.5,1.68,Each,0.09,kg,Stock,,,No,https://www.greens.com.mt/media/products/1106/8713276001160.jpg,confectionery
5901356072145,Tago Orange Jaffa Cake 150g,Confectionery,Pastries and Prepacked Cakes,Cakes,Tago,,1.23,1.35,Each,0.15,kg,Stock,,,No,https://www.greens.com.mt/media/products/1152/5901356072145.jpg,confectionery
5901356070974,Tago Roll Wafers Cocoa 150g,Confectionery,Pastries and Prepacked Cakes,Cakes,Tago,,1.36,1.49,Each,0.15,kg,Stock,,,No,https://www.greens.com.mt/media/products/0934/5901356070974.jpg,confectionery
5901356070998,Tago Roll Wafers Nut Mix 150g,Confectionery,Pastries and Prepacked Cakes,Cakes,Tago,,1.36,1.49,Each,0.15,kg,Stock,,,No,https://www.greens.com.mt/media/products/0934/5901356070998.jpg,confectionery
5901356070967,Tago Roll Wafers Vanilla 150g,Confectionery,Pastries and Prepacked Cakes,Cakes,Tago,,1.36,1.49,Each,0.15,kg,Stock,,,No,https://www.greens.com.mt/media/products/0934/5901356070967.jpg,confectionery
5901356072152,Tago Strawberry Jaffa Cake 150g,Confectionery,Pastries and Prepacked Cakes,Cakes,Tago,,1.23,1.35,Each,0.15,kg,Stock,,,No,https://www.greens.com.mt/media/products/1152/5901356072152.jpg,confectionery
5010511471676,Tang Dusted Jelly Babies 165g,Confectionery,Chocolates and Sweets,Sweets,Haribo,,1.94,1.99,Each,0.17,kg,Stock,,,No,https://www.greens.com.mt/media/products/0130/5010511471676.jpg,confectionery
5010511471492,Tangerine Taveners Black And Red 165g,Confectionery,Chocolates and Sweets,Sweets,Taveners,,1.94,1.99,Each,0.17,kg,Stock,,,No,https://www.greens.com.mt/media/products/0129/5010511471492.jpg,confectionery
5010511478071,Tangerine Taveners Coconut Mushrooms 120g,Confectionery,Chocolates and Sweets,Sweets,Taveners,,1.94,1.99,Each,0.12,kg,Stock,,,No,https://www.greens.com.mt/media/products/0329/5010511478071.jpg,confectionery
5350122999917,Tastees Smokey Bacon 50g,Confectionery,Crisps Popcorn And other Snacks,Snacks and Crisps,,,0.8,0.8,Each,0.05,kg,Stock,,Malta,No,https://www.greens.com.mt/media/products/0128/5350122999917.jpg,confectionery
5010511475902,Taveners Tangerine Fruit Pastilles 165g,Confectionery,Chocolates and Sweets,Sweets,Taveners,,1.94,1.99,Each,0.17,kg,Stock,,,No,https://www.greens.com.mt/media/products/0137/5010511475902.jpg,confectionery
5010511478057,Taveners Tangerine Jelly Beans 165g,Confectionery,Chocolates and Sweets,Sweets,Taveners,,1.94,1.99,Each,0.17,kg,Stock,,,No,https://www.greens.com.mt/media/products/0800/5010511478057.jpg,confectionery
5010511471652,Taveners Tangerine Liquorice Assorted 165g,Confectionery,Chocolates and Sweets,Sweets,Taveners,,1.94,1.99,Each,0.17,kg,Stock,,,No,https://www.greens.com.mt/media/products/0129/5010511471652.jpg,confectionery
5039378005176,Taylor's Festive Boxing Day Curry Flavour Potato Crisps 150gr,Confectionery,Crisps Popcorn And other Snacks,Snacks and Crisps,Taylor,,2.98,3.5,Each,0.15,kg,Stock,,,No,https://www.greens.com.mt/media/products/noimages.jpg,confectionery
5039378005190,Taylor's Festive Gingerbread Flavour Popcorn 150gr,Confectionery,Crisps Popcorn And other Snacks,Snacks and Crisps,Taylor,,2.98,3.5,Each,0.15,kg,Stock,,,No,https://www.greens.com.mt/media/products/0237/5039378005190.jpg,confectionery
5039378005138,Taylor's Festive Pigs In Blankets Flavour Potato Crisps 150gr,Confectionery,Crisps Popcorn And other Snacks,Snacks and Crisps,Taylor,,2.98,3.5,Each,0.15,kg,Stock,,,No,https://www.greens.com.mt/media/products/noimages.jpg,confectionery
5039378005213,Taylor's Festive Sticky Toffee Pudding Flavour Popcorn 155gr,Confectionery,Crisps Popcorn And other Snacks,Snacks and Crisps,Taylor,,2.98,3.5,Each,0.16,kg,Stock,,,No,https://www.greens.com.mt/media/products/0237/5039378005213.jpg,confectionery
5039378005152,Taylor's Festive Turkey & Stuffing Flavour Potato Crisps 150gr,Confectionery,Crisps Popcorn And other Snacks,Snacks and Crisps,Taylor,,2.98,3.5,Each,0.15,kg,Stock,,,No,https://www.greens.com.mt/media/products/noimages.jpg,confectionery
5039378005701,Taylor's Toasted Marshmallow Toffee Coated Popcorn 150gr,Confectionery,Crisps Popcorn And other Snacks,Snacks and Crisps,Taylor,,2.98,3.5,Each,0.15,kg,Stock,,,No,https://www.greens.com.mt/media/products/0237/5039378005701.jpg,confectionery
8016971000712,Terra E Sole Cavatelli Rigati 500g,Confectionery,Pasta Rice and Couscous,Other Pasta And Rice,,,1.45,2.0,Each,0.5,kg,Stock,,,No,https://www.greens.com.mt/media/products/0222/8016971000712.jpg,confectionery
3664346331388,Terry's Chocolate Orange Segsations 360gr,Confectionery,Chocolates and Sweets,Chocolates,Terry'S,,9.85,11.0,Each,0.36,kg,Stock,,,No,https://www.greens.com.mt/media/products/0816/3664346331388.jpg,confectionery
745092015456,The Jelly Bean Factory 36 Huge Flavour Gourmet Grab&go Pot 80g,Confectionery,Chocolates and Sweets,Sweets,The Jelly Bean Factory,,2.58,2.75,Each,0.08,kg,Stock,,,No,https://www.greens.com.mt/media/products/0833/745092015456.jpg,confectionery
745092006942,The Jelly Bean Factory 36 Huge Flavour Gourmet Mix Box 75g,Confectionery,Chocolates and Sweets,Sweets,The Jelly Bean Factory,,1.57,1.67,Each,0.08,kg,Stock,,,No,https://www.greens.com.mt/media/products/1039/745092006942.jpg,confectionery
745092006058,The Jelly Bean Factory 36 Huge Flavour Gourmet Mix Tube 90g,Confectionery,Chocolates and Sweets,Sweets,The Jelly Bean Factory,,1.98,2.15,Each,0.09,kg,Stock,,,No,https://www.greens.com.mt/media/products/0145/745092006058.jpg,confectionery
745092014428,The Jelly Bean Factory 36 Huge Flavour Gourmet Popabean Can 100g,Confectionery,Chocolates and Sweets,Sweets,The Jelly Bean Factory,,3.48,3.71,Each,0.1,kg,Stock,,,No,https://www.greens.com.mt/media/products/0833/745092014428.jpg,confectionery
745092005877,The Jelly Bean Factory Fruit Cocktail Tube 90g,Confectionery,Chocolates and Sweets,Sweets,The Jelly Bean Factory,,1.98,2.15,Each,0.09,kg,Stock,,,No,https://www.greens.com.mt/media/products/0832/745092005877.jpg,confectionery
87138009,The Jelly Bean Factory Surprise Mix 28g,Confectionery,Chocolates and Sweets,Sweets,The Jelly Bean Factory,,0.87,0.93,Each,0.03,kg,Stock,,,No,https://www.greens.com.mt/media/products/0308/87138009.jpg,confectionery
5037448021897,The Real Candy Co Peanut Brittle Bars 100gr,Confectionery,Crisps Popcorn And other Snacks,Snacks and Crisps,,,1.75,2.0,Each,0.1,kg,Stock,,,No,https://www.greens.com.mt/media/products/0906/5037448021897.jpg,confectionery
4008400399324,Tic-tac Orange Large,Confectionery,Chocolates and Sweets,Sweets,Tic Tac,,2.87,2.99,Each,1.0,p,Stock,,,No,https://www.greens.com.mt/media/products/0129/4008400399324.jpg,confectionery
80052333,Tic-tac Orange Small,Confectionery,Chocolates and Sweets,Sweets,Tic Tac,,1.05,1.05,Each,1.0,p,Stock,,United Kingdom,No,https://www.greens.com.mt/media/products/0128/80052333.jpg,confectionery
2440673,Tiramisu 160g,Confectionery,Chocolates and Sweets,Sweets,Greens Products,,2.5,2.5,Each,1.0,p,Stock,,,No,https://www.greens.com.mt/media/products/0459/2440673.jpg,confectionery
2440390,Tiramisu Cake 24cm,Confectionery,Chocolates and Sweets,Sweets,,,28.0,28.0,Each,1.0,p,Stock,,Malta,No,https://www.greens.com.mt/media/products/0531/2440390.jpg,confectionery
2440540,Tiramisu Cake Small 20cm,Confectionery,Chocolates and Sweets,Sweets,Greens Products,,22.0,22.0,Each,1.0,p,Stock,,Malta,No,https://www.greens.com.mt/media/products/0211/2440540.jpg,confectionery
76145513,Toblerone Chunky 50g,Confectionery,Chocolates and Sweets,Chocolates,,,1.25,1.29,Each,0.05,kg,Stock,,,No,https://www.greens.com.mt/media/products/noimages.jpg,confectionery
7614500010617,Toblerone Dark 100g,Confectionery,Chocolates and Sweets,Chocolates,Toblerone,,1.94,1.99,Each,0.1,kg,Stock,,,No,https://www.greens.com.mt/media/products/noimages.jpg,confectionery
7622300107949,Toblerone Fruit & Nut 100g,Confectionery,Chocolates and Sweets,Chocolates,Toblerone,,1.91,1.99,Each,0.1,kg,Stock,,,No,https://www.greens.com.mt/media/products/0949/7622300107949.jpg,confectionery
7614500010013,Toblerone Milk Chocolate 100g,Confectionery,Chocolates and Sweets,Chocolates,Toblerone,,1.86,1.99,Each,0.1,kg,Stock,,,No,https://www.greens.com.mt/media/products/0322/7614500010013.jpg,confectionery
7622210959843,Toblerone Tiny Milk 280g,Confectionery,Chocolates and Sweets,Chocolates,Toblerone,,5.39,5.75,Each,0.28,kg,Stock,,,No,https://www.greens.com.mt/media/products/1104/7622210959843.jpg,confectionery
7622210418821,Toblerone Tiny Variety 248g,Confectionery,Chocolates and Sweets,Chocolates,Toblerone,,5.54,5.9,Each,0.25,kg,Stock,,,No,https://www.greens.com.mt/media/products/0533/7622210418821.jpg,confectionery
7614500010310,Toblerone White 100g,Confectionery,Chocolates and Sweets,Chocolates,Toblerone,,1.94,1.99,Each,0.1,kg,Stock,,,No,https://www.greens.com.mt/media/products/0849/7614500010310.jpg,confectionery
13000009112,Tonys Dark Chocolate Almond & Sea Salt 180g,Confectionery,Chocolates and Sweets,Chocolates,,,3.82,3.99,Each,0.18,kg,Stock,,,No,https://www.greens.com.mt/media/products/0201/13000009112.jpg,confectionery
13000009111,Tonys Milk Chocolate 180g,Confectionery,Chocolates and Sweets,Chocolates,,,3.82,3.99,Each,0.18,kg,Stock,,,No,https://www.greens.com.mt/media/products/0201/13000009111.jpg,confectionery
2100917,Torpedos,Confectionery,Chocolates and Sweets,Sweets,Greens Products,,14.07,14.07,Each,1.0,kg,Stock,,,No,https://www.greens.com.mt/media/products/0316/2100917.jpg,confectionery
8002190006215,Tre Marie Wafer Mandorl.140gr,Confectionery,Chocolates and Sweets,Wafers,Tre Marie,,1.45,1.8,Each,2.0,kg,Stock,,,No,https://www.greens.com.mt/media/products/0137/8002190006215.jpg,confectionery
8002190006208,Tre Marie Wafer Nocciolato 140g,Confectionery,Chocolates and Sweets,Wafers,Tre Marie,,1.45,1.85,Each,0.14,kg,Stock,,,No,https://www.greens.com.mt/media/products/1004/8002190006208.jpg,confectionery
4000281335507,Treets Buttons 150g,Confectionery,Crisps Popcorn And other Snacks,Snacks and Crisps,,,2.45,2.55,Each,0.15,kg,Stock,,,No,https://www.greens.com.mt/media/products/0200/4000281335507.jpg,confectionery
4000281311501,Treets Cornflakes & Peanuts 250g,Confectionery,Crisps Popcorn And other Snacks,Snacks and Crisps,,,3.6,3.75,Each,0.25,kg,Stock,,,No,https://www.greens.com.mt/media/products/1052/4000281311501.jpg,confectionery
4000281332506,Treets Peanuts 185g,Confectionery,Crisps Popcorn And other Snacks,Snacks and Crisps,,,2.45,2.55,Each,0.19,kg,Stock,,,No,https://www.greens.com.mt/media/products/0200/4000281332506.jpg,confectionery
4000281325508,Treets Peanuts 300g,Confectionery,Crisps Popcorn And other Snacks,Snacks and Crisps,,,3.94,4.1,Each,0.3,kg,Stock,,,No,https://www.greens.com.mt/media/products/0200/4000281325508.jpg,confectionery
42374978,Treets Peanuts 45g,Confectionery,Crisps Popcorn And other Snacks,Snacks and Crisps,,,0.86,0.9,Each,0.05,kg,Stock,,,No,https://www.greens.com.mt/media/products/0200/42374978.jpg,confectionery
4000281317503,Treets Treetsbar Minis 200g,Confectionery,Crisps Popcorn And other Snacks,Snacks and Crisps,,,4.7,4.9,Each,0.2,kg,Stock,,,No,https://www.greens.com.mt/media/products/1052/4000281317503.jpg,confectionery
2440617,Trio Of Chocolates,Confectionery,Chocolates and Sweets,Sweets,Greens Products,,2.9,2.9,Each,1.0,p,Stock,,,No,https://www.greens.com.mt/media/products/0502/2440617.jpg,confectionery
4000512364313,Trolli Apple Rings 200g,Confectionery,Chocolates and Sweets,Sweets,Trolli,,1.84,1.89,Each,0.2,kg,Stock,,,No,https://www.greens.com.mt/media/products/0130/4000512364313.jpg,confectionery
